Initializing POSE...  
11 8255 8270
11 8270 8285
11 8285 8300
11 8300 8315
11 8315 8340
11 8340 8355
11 8355 8380
11 8380 8395
11 8395 8420
11 8420 8445
11 8445 8470
0 8140 8155
0 8155 8180
0 8180 8205
0 8205 8220
0 8220 8245
0 8290 8305
0 8305 8330
0 8330 8355
0 8465 8490
1 8205 8220
1 8220 8245
1 8245 8260
1 8260 8275
1 8275 8290
1 8290 8305
1 8305 8320
1 8320 8345
1 8345 8360
1 8360 8375
1 8375 8390
1 8390 8405
1 8405 8420
1 8420 8435
1 8435 8450
1 8450 8475
1 8475 8500
1 8500 8525
5 7980 7995
5 7995 8020
5 8020 8035
5 8035 8060
5 8060 8085
5 8085 8110
5 8110 8135
5 8135 8160
5 8160 8185
5 8185 8200
5 8200 8225
5 8225 8240
5 8240 8255
5 8255 8270
5 8270 8285
5 8285 8300
5 8300 8315
5 8315 8330
5 8330 8345
5 8345 8370
5 8370 8395
5 8395 8410
5 8410 8425
5 8425 8440
5 8440 8465
5 8465 8480
6 7965 7980
6 7980 8005
6 8005 8020
6 8020 8045
6 8045 8060
6 8060 8085
6 8085 8110
6 8110 8135
6 8135 8160
6 8160 8175
6 8175 8200
6 8200 8215
6 8215 8240
6 8240 8255
6 8255 8280
6 8280 8295
6 8295 8320
6 8320 8345
6 8345 8370
6 8370 8395
6 8395 8410
6 8410 8425
6 8425 8440
6 8440 8465
8 8075 8090
8 8090 8115
8 8115 8130
8 8130 8155
8 8155 8170
8 8170 8185
8 8185 8200
8 8200 8225
8 8225 8250
8 8250 8265
8 8265 8290
8 8290 8305
8 8305 8320
8 8320 8335
8 8335 8360
8 8360 8375
8 8375 8400
8 8400 8415
8 8415 8440
8 8440 8455
8 8455 8470
8 8470 8485
8 8485 8510
8 8510 8525
12 8045 8060
12 8060 8085
12 8085 8110
12 8110 8135
12 8135 8150
12 8150 8165
12 8165 8190
12 8190 8215
12 8215 8230
12 8230 8255
12 8255 8280
12 8280 8305
12 8305 8320
12 8320 8345
12 8345 8360
12 8360 8385
12 8385 8400
12 8400 8415
12 8415 8430
12 8430 8445
12 8445 8470
12 8470 8485
12 8485 8500
12 8500 8525
15 8050 8065
15 8065 8090
15 8090 8115
15 8115 8130
15 8130 8145
15 8145 8170
15 8170 8185
15 8185 8200
15 8200 8225
15 8225 8240
15 8240 8265
15 8265 8290
15 8290 8315
15 8315 8330
15 8330 8345
15 8345 8370
15 8370 8395
15 8395 8420
15 8420 8445
15 8445 8460
15 8460 8475
7 8185 8210
7 8210 8225
7 8225 8240
7 8240 8255
7 8255 8280
7 8280 8305
7 8305 8320
7 8320 8335
7 8335 8350
7 8350 8365
7 8365 8390
7 8390 8405
7 8405 8420
7 8420 8435
7 8435 8460
7 8460 8475
7 8475 8500
7 8500 8515
7 8515 8530
7 8530 8545
3 8065 8090
3 8090 8115
3 8115 8140
3 8140 8155
3 8155 8180
3 8180 8205
3 8205 8230
3 8230 8255
3 8255 8270
3 8270 8285
3 8285 8300
3 8300 8325
3 8325 8350
3 8350 8375
3 8375 8400
3 8400 8425
3 8425 8450
3 8450 8465
3 8465 8480
3 8480 8505
3 8505 8530
3 8530 8555
3 8555 8570
3 8570 8595
3 8595 8620
3 8620 8645
3 8645 8660
3 8660 8675
3 8675 8690
10 8195 8220
10 8220 8235
10 8235 8250
10 8250 8265
10 8265 8280
10 8280 8305
10 8305 8320
10 8320 8345
10 8345 8360
10 8360 8375
10 8375 8400
10 8400 8425
10 8425 8450
10 8450 8475
10 8475 8500
10 8500 8525
10 8525 8540
10 8540 8565
10 8565 8590
10 8590 8615
10 8615 8640
10 8640 8655
10 8655 8680
10 8680 8695
10 8695 8710
10 8710 8725
1 8525 8540
1 8540 8555
1 8555 8570
1 8570 8585
1 8585 8600
1 8600 8625
1 8625 8640
1 8640 8655
1 8655 8670
1 8670 8685
1 8685 8700
1 8700 8715
1 8715 8730
1 8730 8745
1 8745 8760
9 8315 8330
9 8330 8355
9 8355 8370
9 8370 8385
9 8385 8410
9 8410 8435
9 8435 8450
9 8450 8475
9 8475 8500
9 8500 8525
9 8525 8550
9 8550 8575
9 8575 8590
9 8590 8605
9 8605 8630
9 8630 8645
9 8645 8660
9 8660 8675
9 8675 8700
9 8700 8725
9 8725 8750
9 8750 8765
9 8765 8790
9 8790 8805
0 8505 8530
0 8530 8555
0 8600 8615
0 8615 8630
0 8630 8655
0 8665 8690
0 8695 8720
0 8740 8765
0 8765 8790
7 8545 8560
7 8560 8575
7 8575 8600
7 8600 8625
7 8625 8650
7 8650 8665
7 8665 8680
7 8680 8695
7 8695 8710
7 8710 8725
7 8725 8750
7 8750 8765
7 8765 8780
7 8780 8805
7 8805 8830
7 8830 8845
7 8845 8860
7 8860 8875
13 8410 8435
13 8435 8450
13 8450 8465
13 8465 8480
13 8480 8505
13 8505 8530
13 8530 8545
13 8545 8570
13 8570 8585
13 8585 8610
13 8610 8625
13 8625 8650
13 8650 8675
13 8675 8690
13 8690 8715
13 8715 8730
13 8730 8745
13 8745 8770
13 8770 8785
13 8785 8800
13 8800 8825
13 8825 8840
13 8840 8865
5 8480 8505
5 8505 8530
5 8530 8555
5 8555 8570
5 8570 8595
5 8595 8610
5 8610 8625
5 8625 8640
5 8640 8655
5 8655 8670
5 8670 8685
5 8685 8700
5 8700 8725
5 8725 8740
5 8740 8765
5 8765 8790
5 8790 8805
5 8805 8830
5 8830 8845
5 8845 8860
5 8860 8875
14 8355 8370
14 8370 8395
14 8395 8410
14 8410 8435
14 8435 8450
14 8450 8465
14 8465 8490
14 8490 8515
14 8515 8540
14 8540 8555
14 8555 8570
14 8570 8595
14 8595 8620
14 8620 8635
14 8635 8660
14 8660 8675
14 8675 8700
14 8700 8725
14 8725 8750
14 8750 8765
14 8765 8780
14 8780 8795
14 8795 8820
14 8820 8845
14 8845 8870
14 8870 8895
2 8345 8370
2 8370 8395
2 8395 8420
2 8420 8445
2 8445 8460
2 8460 8475
2 8475 8500
2 8500 8515
2 8515 8530
2 8530 8555
2 8555 8580
2 8580 8595
2 8595 8610
2 8610 8635
2 8635 8660
2 8660 8685
2 8685 8710
2 8710 8735
2 8735 8750
2 8750 8765
2 8765 8790
2 8790 8815
2 8815 8830
2 8830 8855
2 8855 8880
2 8880 8905
2 8905 8930
6 8465 8480
6 8480 8505
6 8505 8520
6 8520 8545
6 8545 8560
6 8560 8575
6 8575 8600
6 8600 8615
6 8615 8630
6 8630 8655
6 8655 8670
6 8670 8685
6 8685 8700
6 8700 8715
6 8715 8740
6 8740 8765
6 8765 8780
6 8780 8795
6 8795 8810
6 8810 8835
6 8835 8860
6 8860 8875
6 8875 8890
6 8890 8915
6 8915 8940
6 8940 8955
6 8955 8970
8 8525 8540
8 8540 8555
8 8555 8570
8 8570 8585
8 8585 8610
8 8610 8635
8 8635 8660
8 8660 8685
8 8685 8710
8 8710 8725
8 8725 8740
8 8740 8765
8 8765 8780
8 8780 8795
8 8795 8810
8 8810 8835
8 8835 8850
8 8850 8865
8 8865 8880
8 8880 8905
8 8905 8930
11 8470 8495
11 8495 8510
11 8510 8525
11 8525 8550
11 8550 8575
11 8575 8600
11 8600 8625
11 8625 8640
11 8640 8655
11 8655 8680
11 8680 8705
11 8705 8730
11 8730 8755
11 8755 8770
11 8770 8785
11 8785 8810
11 8810 8835
11 8835 8850
11 8850 8865
11 8865 8890
11 8890 8915
11 8915 8930
11 8930 8945
15 8475 8490
15 8490 8515
15 8515 8540
15 8540 8555
15 8555 8570
15 8570 8585
15 8585 8610
15 8610 8635
15 8635 8650
15 8650 8665
15 8665 8680
15 8680 8695
15 8695 8720
15 8720 8735
15 8735 8760
15 8760 8785
15 8785 8800
15 8800 8825
15 8825 8850
15 8850 8865
15 8865 8880
15 8880 8895
15 8895 8920
15 8920 8945
15 8945 8970
15 8970 8985
15 8985 9010
1 8760 8775
1 8775 8790
1 8790 8805
1 8805 8820
1 8820 8835
1 8835 8850
1 8850 8865
1 8865 8880
1 8880 8895
1 8895 8910
1 8910 8935
1 8935 8950
1 8950 8965
1 8965 8990
1 8990 9015
1 9015 9030
1 9030 9045
1 9045 9060
10 8725 8750
10 8750 8765
10 8765 8780
10 8780 8795
10 8795 8810
10 8810 8835
10 8835 8860
10 8860 8875
10 8875 8900
10 8900 8915
10 8915 8940
10 8940 8955
10 8955 8980
10 8980 9005
10 9005 9020
10 9020 9045
10 9045 9060
12 8525 8550
12 8550 8565
12 8565 8590
12 8590 8615
12 8615 8640
12 8640 8655
12 8655 8670
12 8670 8685
12 8685 8710
12 8710 8725
12 8725 8740
12 8740 8765
12 8765 8790
12 8790 8805
12 8805 8830
12 8830 8845
12 8845 8860
12 8860 8875
12 8875 8900
12 8900 8925
12 8925 8940
12 8940 8965
12 8965 8990
12 8990 9015
12 9015 9040
12 9040 9065
12 9065 9080
0 8915 8940
0 8975 9000
0 9060 9085
5 8875 8900
5 8900 8915
5 8915 8930
5 8930 8955
5 8955 8970
5 8970 8985
5 8985 9010
5 9010 9035
5 9035 9050
5 9050 9075
5 9075 9090
5 9090 9115
5 9115 9130
5 9130 9145
5 9145 9170
5 9170 9185
5 9185 9200
5 9200 9225
5 9225 9240
5 9240 9255
7 8875 8900
7 8900 8915
7 8915 8930
7 8930 8945
7 8945 8970
7 8970 8985
7 8985 9010
7 9010 9025
7 9025 9050
7 9050 9065
7 9065 9090
7 9090 9115
7 9115 9130
7 9130 9155
7 9155 9170
7 9170 9185
7 9185 9200
7 9200 9215
7 9215 9230
7 9230 9245
7 9245 9260
7 9260 9275
9 8805 8820
9 8820 8835
9 8835 8850
9 8850 8875
9 8875 8890
9 8890 8905
9 8905 8920
9 8920 8945
9 8945 8960
9 8960 8985
9 8985 9000
9 9000 9015
9 9015 9030
9 9030 9045
9 9045 9070
9 9070 9085
9 9085 9110
9 9110 9125
9 9125 9150
9 9150 9165
9 9165 9190
9 9190 9205
9 9205 9230
9 9230 9245
9 9245 9270
9 9270 9285
1 9060 9085
1 9085 9110
1 9110 9125
1 9125 9140
1 9140 9155
1 9155 9170
1 9170 9185
1 9185 9200
1 9200 9215
1 9215 9230
1 9230 9245
1 9245 9260
1 9260 9275
1 9275 9300
1 9300 9325
1 9325 9340
3 8690 8705
3 8705 8720
3 8720 8745
3 8745 8770
3 8770 8785
3 8785 8810
3 8810 8835
3 8835 8860
3 8860 8885
3 8885 8910
3 8910 8925
3 8925 8950
3 8950 8975
3 8975 8990
3 8990 9005
3 9005 9030
3 9030 9055
3 9055 9070
3 9070 9095
3 9095 9110
3 9110 9135
3 9135 9160
3 9160 9175
3 9175 9190
3 9190 9205
3 9205 9230
3 9230 9245
3 9245 9260
3 9260 9275
3 9275 9290
3 9290 9315
3 9315 9340
6 8970 8985
6 8985 9000
6 9000 9015
6 9015 9030
6 9030 9045
6 9045 9060
6 9060 9075
6 9075 9090
6 9090 9115
6 9115 9130
6 9130 9145
6 9145 9160
6 9160 9185
6 9185 9200
6 9200 9225
6 9225 9250
6 9250 9265
6 9265 9290
6 9290 9305
6 9305 9330
6 9330 9345
6 9345 9360
6 9360 9375
6 9375 9390
11 8945 8970
11 8970 8995
11 8995 9020
11 9020 9035
11 9035 9050
11 9050 9075
11 9075 9090
11 9090 9105
11 9105 9120
11 9120 9145
11 9145 9170
11 9170 9195
11 9195 9220
11 9220 9245
11 9245 9270
11 9270 9295
11 9295 9310
11 9310 9335
11 9335 9350
11 9350 9365
13 8865 8880
13 8880 8905
13 8905 8930
13 8930 8945
13 8945 8970
13 8970 8985
13 8985 9010
13 9010 9025
13 9025 9040
13 9040 9055
13 9055 9080
13 9080 9105
13 9105 9120
13 9120 9135
13 9135 9160
13 9160 9175
13 9175 9190
13 9190 9215
13 9215 9230
13 9230 9255
13 9255 9280
13 9280 9295
13 9295 9320
13 9320 9345
13 9345 9370
13 9370 9395
8 8930 8955
8 8955 8970
8 8970 8985
8 8985 9000
8 9000 9015
8 9015 9040
8 9040 9055
8 9055 9070
8 9070 9085
8 9085 9100
8 9100 9115
8 9115 9130
8 9130 9145
8 9145 9160
8 9160 9175
8 9175 9190
8 9190 9215
8 9215 9230
8 9230 9245
8 9245 9260
8 9260 9285
8 9285 9300
8 9300 9315
8 9315 9330
8 9330 9345
8 9345 9370
8 9370 9395
8 9395 9420
14 8895 8910
14 8910 8935
14 8935 8950
14 8950 8965
14 8965 8990
14 8990 9015
14 9015 9040
14 9040 9065
14 9065 9080
14 9080 9105
14 9105 9120
14 9120 9135
14 9135 9150
14 9150 9175
14 9175 9190
14 9190 9205
14 9205 9230
14 9230 9245
14 9245 9270
14 9270 9295
14 9295 9320
14 9320 9335
14 9335 9360
14 9360 9385
14 9385 9400
15 9010 9025
15 9025 9040
15 9040 9055
15 9055 9080
15 9080 9105
15 9105 9130
15 9130 9145
15 9145 9170
15 9170 9195
15 9195 9210
15 9210 9235
15 9235 9250
15 9250 9275
15 9275 9300
15 9300 9325
15 9325 9350
15 9350 9375
15 9375 9400
15 9400 9415
15 9415 9440
0 9165 9190
0 9190 9215
0 9215 9240
0 9280 9305
0 9405 9420
0 9420 9445
0 9445 9470
0 9470 9495
2 8930 8955
2 8955 8980
2 8980 8995
2 8995 9010
2 9010 9025
2 9025 9040
2 9040 9065
2 9065 9090
2 9090 9115
2 9115 9140
2 9140 9165
2 9165 9190
2 9190 9215
2 9215 9240
2 9240 9255
2 9255 9280
2 9280 9295
2 9295 9320
2 9320 9345
2 9345 9360
2 9360 9375
2 9375 9400
2 9400 9415
2 9415 9440
2 9440 9455
2 9455 9480
2 9480 9505
10 9060 9085
10 9085 9100
10 9100 9125
10 9125 9140
10 9140 9155
10 9155 9180
10 9180 9195
10 9195 9210
10 9210 9235
10 9235 9250
10 9250 9265
10 9265 9280
10 9280 9295
10 9295 9310
10 9310 9335
10 9335 9350
10 9350 9375
10 9375 9400
10 9400 9415
10 9415 9440
10 9440 9465
10 9465 9490
10 9490 9505
10 9505 9530
5 9255 9270
5 9270 9295
5 9295 9320
5 9320 9335
5 9335 9350
5 9350 9375
5 9375 9390
5 9390 9405
5 9405 9420
5 9420 9435
5 9435 9450
5 9450 9475
5 9475 9490
5 9490 9515
5 9515 9540
5 9540 9555
5 9555 9570
5 9570 9595
5 9595 9610
12 9080 9095
12 9095 9120
12 9120 9145
12 9145 9170
12 9170 9185
12 9185 9200
12 9200 9225
12 9225 9240
12 9240 9255
12 9255 9280
12 9280 9295
12 9295 9310
12 9310 9335
12 9335 9360
12 9360 9385
12 9385 9400
12 9400 9415
12 9415 9430
12 9430 9455
12 9455 9470
12 9470 9495
12 9495 9520
12 9520 9545
12 9545 9570
1 9340 9355
1 9355 9370
1 9370 9385
1 9385 9410
1 9410 9435
1 9435 9450
1 9450 9465
1 9465 9490
1 9490 9505
1 9505 9520
1 9520 9545
1 9545 9560
1 9560 9585
1 9585 9610
1 9610 9625
1 9625 9640
1 9640 9655
7 9275 9300
7 9300 9315
7 9315 9330
7 9330 9345
7 9345 9360
7 9360 9375
7 9375 9390
7 9390 9405
7 9405 9420
7 9420 9435
7 9435 9450
7 9450 9465
7 9465 9490
7 9490 9505
7 9505 9520
7 9520 9535
7 9535 9550
7 9550 9575
7 9575 9590
7 9590 9605
7 9605 9620
7 9620 9645
0 9680 9705
9 9285 9310
9 9310 9325
9 9325 9350
9 9350 9375
9 9375 9390
9 9390 9415
9 9415 9430
9 9430 9455
9 9455 9480
9 9480 9495
9 9495 9510
9 9510 9525
9 9525 9540
9 9540 9555
9 9555 9570
9 9570 9595
9 9595 9620
9 9620 9635
9 9635 9660
9 9660 9685
9 9685 9700
9 9700 9725
9 9725 9750
9 9750 9775
9 9775 9790
9 9790 9805
6 9390 9415
6 9415 9430
6 9430 9445
6 9445 9460
6 9460 9485
6 9485 9500
6 9500 9515
6 9515 9540
6 9540 9565
6 9565 9590
6 9590 9605
6 9605 9620
6 9620 9645
6 9645 9660
6 9660 9675
6 9675 9690
6 9690 9705
6 9705 9730
6 9730 9755
6 9755 9780
6 9780 9805
6 9805 9830
6 9830 9855
6 9855 9880
11 9365 9390
11 9390 9415
11 9415 9430
11 9430 9445
11 9445 9470
11 9470 9495
11 9495 9520
11 9520 9535
11 9535 9550
11 9550 9565
11 9565 9590
11 9590 9615
11 9615 9630
11 9630 9645
11 9645 9660
11 9660 9675
11 9675 9690
11 9690 9715
11 9715 9730
11 9730 9755
11 9755 9780
11 9780 9805
11 9805 9830
11 9830 9855
11 9855 9880
10 9530 9545
10 9545 9560
10 9560 9575
10 9575 9590
10 9590 9615
10 9615 9630
10 9630 9645
10 9645 9660
10 9660 9685
10 9685 9700
10 9700 9715
10 9715 9730
10 9730 9745
10 9745 9760
10 9760 9785
10 9785 9800
10 9800 9815
10 9815 9830
10 9830 9855
10 9855 9870
10 9870 9895
13 9395 9420
13 9420 9435
13 9435 9450
13 9450 9475
13 9475 9500
13 9500 9525
13 9525 9540
13 9540 9565
13 9565 9580
13 9580 9595
13 9595 9610
13 9610 9635
13 9635 9660
13 9660 9685
13 9685 9700
13 9700 9715
13 9715 9730
13 9730 9745
13 9745 9770
13 9770 9795
13 9795 9820
13 9820 9845
13 9845 9870
13 9870 9885
13 9885 9910
13 9910 9925
14 9400 9425
14 9425 9440
14 9440 9465
14 9465 9480
14 9480 9495
14 9495 9520
14 9520 9535
14 9535 9560
14 9560 9585
14 9585 9610
14 9610 9635
14 9635 9650
14 9650 9675
14 9675 9690
14 9690 9705
14 9705 9730
14 9730 9745
14 9745 9770
14 9770 9785
14 9785 9810
14 9810 9835
14 9835 9860
14 9860 9875
14 9875 9890
14 9890 9915
14 9915 9940
1 9655 9670
1 9670 9685
1 9685 9700
1 9700 9725
1 9725 9740
1 9740 9755
1 9755 9770
1 9770 9785
1 9785 9810
1 9810 9825
1 9825 9850
1 9850 9865
1 9865 9880
1 9880 9895
1 9895 9910
1 9910 9935
3 9340 9365
3 9365 9390
3 9390 9405
3 9405 9420
3 9420 9445
3 9445 9460
3 9460 9485
3 9485 9510
3 9510 9535
3 9535 9560
3 9560 9575
3 9575 9600
3 9600 9625
3 9625 9640
3 9640 9665
3 9665 9690
3 9690 9715
3 9715 9730
3 9730 9755
3 9755 9770
3 9770 9795
3 9800 9815
3 9815 9840
3 9840 9865
3 9865 9890
3 9890 9915
8 9420 9435
8 9435 9460
8 9460 9485
8 9485 9500
8 9500 9525
8 9525 9550
8 9550 9575
8 9575 9590
8 9590 9615
8 9615 9640
8 9640 9665
8 9665 9690
8 9690 9705
8 9705 9720
8 9720 9745
8 9745 9770
8 9770 9785
8 9785 9810
8 9810 9825
8 9825 9840
8 9840 9865
8 9865 9890
8 9890 9905
8 9905 9920
8 9920 9935
8 9935 9960
8 9960 9985
2 9505 9530
2 9530 9545
2 9545 9560
2 9560 9575
2 9575 9590
2 9590 9615
2 9615 9640
2 9640 9655
2 9655 9680
2 9680 9695
2 9695 9710
2 9710 9735
2 9735 9750
2 9750 9775
2 9775 9800
2 9800 9815
2 9815 9830
2 9830 9855
2 9855 9880
2 9880 9895
2 9895 9920
2 9920 9945
2 9945 9970
2 9970 9995
7 9645 9660
7 9660 9675
7 9675 9690
7 9690 9705
7 9705 9720
7 9720 9735
7 9735 9760
7 9760 9775
7 9775 9800
7 9800 9825
7 9825 9840
7 9840 9855
7 9855 9870
7 9870 9895
7 9895 9920
7 9920 9935
7 9935 9950
7 9950 9975
7 9975 10000
7 10000 10015
7 10015 10040
7 10040 10055
15 9440 9465
15 9465 9480
15 9480 9505
15 9505 9520
15 9520 9545
15 9545 9570
15 9570 9585
15 9585 9600
15 9600 9625
15 9625 9640
15 9640 9655
15 9655 9680
15 9680 9705
15 9705 9730
15 9730 9755
15 9755 9780
15 9780 9795
15 9795 9810
15 9810 9825
15 9825 9850
15 9850 9875
15 9875 9900
15 9900 9925
15 9925 9940
15 9940 9955
15 9955 9970
15 9970 9995
15 9995 10010
15 10010 10025
5 9610 9625
5 9625 9640
5 9640 9655
5 9655 9670
5 9670 9685
5 9685 9710
5 9710 9735
5 9735 9750
5 9750 9765
5 9765 9790
5 9790 9805
5 9805 9820
5 9820 9845
5 9845 9870
5 9870 9885
5 9885 9900
5 9900 9915
5 9915 9940
5 9940 9965
5 9965 9980
5 9980 10005
5 10005 10020
5 10020 10035
5 10035 10050
5 10050 10065
5 10065 10090
5 10090 10105
5 10105 10120
12 9570 9595
12 9595 9620
12 9620 9645
12 9645 9670
12 9670 9685
12 9685 9700
12 9700 9715
12 9715 9740
12 9740 9765
12 9765 9790
12 9790 9815
12 9815 9840
12 9840 9865
12 9865 9890
12 9890 9915
12 9915 9930
12 9930 9945
12 9945 9960
12 9960 9975
12 9975 9990
12 9990 10015
12 10015 10040
12 10040 10055
12 10055 10070
12 10070 10085
12 10085 10100
1 9935 9960
1 9960 9975
1 9975 9990
1 9990 10005
1 10005 10020
1 10020 10045
1 10045 10060
1 10060 10075
1 10075 10090
1 10090 10105
1 10105 10120
1 10120 10145
1 10145 10160
1 10160 10175
1 10175 10190
1 10190 10215
1 10215 10230
1 10230 10255
3 9930 9955
3 9955 9980
3 9980 10005
3 10005 10030
3 10030 10055
3 10140 10165
3 10200 10225
3 10265 10280
4 10265 10290
10 9895 9910
10 9910 9925
10 9925 9950
10 9950 9965
10 9965 9980
10 9980 9995
10 9995 10010
10 10010 10025
10 10025 10040
10 10040 10055
10 10055 10080
10 10080 10095
10 10095 10120
10 10120 10135
10 10135 10160
10 10160 10185
10 10185 10210
10 10210 10225
10 10225 10250
10 10250 10275
11 9880 9895
11 9895 9920
11 9920 9945
11 9945 9960
11 9960 9985
11 9985 10000
11 10000 10015
11 10015 10030
11 10030 10045
11 10045 10060
11 10060 10075
11 10075 10090
11 10090 10115
11 10115 10130
11 10130 10145
11 10145 10170
11 10170 10185
11 10185 10210
11 10210 10225
11 10225 10240
11 10240 10265
0 10155 10180
0 10195 10210
0 10210 10235
0 10235 10260
0 10260 10275
0 10275 10300
9 9805 9820
9 9820 9835
9 9835 9860
9 9860 9875
9 9875 9890
9 9890 9905
9 9905 9920
9 9920 9935
9 9935 9960
9 9960 9975
9 9975 10000
9 10000 10025
9 10025 10050
9 10050 10075
9 10075 10090
9 10090 10105
9 10105 10130
9 10130 10155
9 10155 10170
9 10170 10195
9 10195 10220
9 10220 10245
9 10245 10260
9 10260 10285
9 10285 10310
9 10310 10325
2 9995 10010
2 10010 10035
2 10035 10050
2 10050 10065
2 10065 10080
2 10080 10095
2 10095 10110
2 10110 10135
2 10135 10150
2 10150 10165
2 10165 10190
2 10190 10205
2 10205 10220
2 10220 10235
2 10235 10250
2 10250 10265
2 10265 10280
2 10280 10295
2 10295 10310
2 10310 10335
2 10335 10350
2 10350 10375
2 10375 10390
2 10390 10415
2 10415 10440
6 9880 9905
6 9905 9920
6 9920 9935
6 9935 9960
6 9960 9975
6 9975 10000
6 10000 10025
6 10025 10050
6 10050 10075
6 10075 10090
6 10090 10105
6 10105 10120
6 10120 10135
6 10135 10150
6 10150 10165
6 10165 10180
6 10180 10205
6 10205 10230
6 10230 10245
6 10245 10270
6 10270 10285
6 10285 10300
6 10300 10325
6 10325 10350
6 10350 10365
6 10365 10380
6 10380 10395
6 10395 10410
6 10410 10425
7 10055 10070
7 10070 10085
7 10085 10110
7 10110 10125
7 10125 10140
7 10140 10155
7 10155 10170
7 10170 10185
7 10185 10200
7 10200 10215
7 10215 10240
7 10240 10255
7 10255 10270
7 10270 10295
7 10295 10310
7 10310 10335
7 10335 10360
7 10360 10385
7 10385 10400
7 10400 10415
7 10415 10430
8 9985 10000
8 10000 10025
8 10025 10050
8 10050 10075
8 10075 10090
8 10090 10105
8 10105 10120
8 10120 10135
8 10135 10160
8 10160 10175
8 10175 10190
8 10190 10215
8 10215 10240
8 10240 10265
8 10265 10290
8 10290 10315
8 10315 10330
8 10330 10345
8 10345 10370
8 10370 10385
8 10385 10400
8 10400 10415
8 10415 10440
8 10440 10455
13 9925 9950
13 9950 9965
13 9965 9990
13 9990 10015
13 10015 10040
13 10040 10065
13 10065 10090
13 10090 10115
13 10115 10130
13 10130 10155
13 10155 10180
13 10180 10195
13 10195 10210
13 10210 10235
13 10235 10250
13 10250 10265
13 10265 10280
13 10280 10295
13 10295 10310
13 10310 10325
13 10325 10340
13 10340 10365
13 10365 10390
13 10390 10415
14 9940 9965
14 9965 9980
14 9980 9995
14 9995 10020
14 10020 10035
14 10035 10050
14 10050 10075
14 10075 10090
14 10090 10115
14 10115 10140
14 10140 10155
14 10155 10180
14 10180 10205
14 10205 10220
14 10220 10235
14 10235 10260
14 10260 10285
14 10285 10300
14 10300 10315
14 10315 10340
14 10340 10365
14 10365 10380
14 10380 10405
14 10405 10430
14 10430 10455
5 10120 10145
5 10145 10170
5 10170 10185
5 10185 10200
5 10200 10215
5 10215 10230
5 10230 10245
5 10245 10270
5 10270 10295
5 10295 10310
5 10310 10335
5 10335 10360
5 10360 10385
5 10385 10400
5 10400 10425
5 10425 10440
5 10440 10455
5 10455 10470
5 10470 10495
5 10495 10510
5 10510 10535
5 10535 10550
5 10550 10575
12 10100 10115
12 10115 10130
12 10130 10155
12 10155 10170
12 10170 10185
12 10185 10210
12 10210 10235
12 10235 10260
12 10260 10275
12 10275 10300
12 10300 10325
12 10325 10350
12 10350 10365
12 10365 10390
12 10390 10415
12 10415 10440
12 10440 10465
12 10465 10490
12 10490 10505
12 10505 10520
12 10520 10535
15 10025 10040
15 10040 10055
15 10055 10070
15 10070 10095
15 10095 10110
15 10110 10135
15 10135 10150
15 10150 10165
15 10165 10190
15 10190 10215
15 10215 10240
15 10240 10265
15 10265 10290
15 10290 10305
15 10305 10330
15 10330 10345
15 10345 10360
15 10360 10375
15 10375 10390
15 10390 10405
15 10405 10420
15 10420 10445
15 10445 10460
15 10460 10475
15 10475 10490
15 10490 10515
15 10515 10530
15 10530 10555
0 10470 10495
0 10495 10510
0 10510 10535
0 10535 10560
0 10560 10575
0 10575 10600
1 10255 10280
1 10280 10305
1 10305 10320
1 10320 10335
1 10335 10350
1 10350 10375
1 10375 10400
1 10400 10425
1 10425 10440
1 10440 10455
1 10455 10470
1 10470 10485
1 10485 10500
1 10500 10515
1 10515 10530
1 10530 10555
1 10555 10580
1 10580 10595
1 10595 10620
1 10620 10635
1 10635 10650
11 10265 10290
11 10290 10315
11 10315 10340
11 10340 10355
11 10355 10380
11 10380 10395
11 10395 10420
11 10420 10435
11 10435 10450
11 10450 10465
11 10465 10480
11 10480 10505
11 10505 10520
11 10520 10545
11 10545 10570
11 10570 10585
11 10585 10610
11 10610 10635
11 10635 10660
11 10660 10685
10 10275 10290
10 10290 10305
10 10305 10320
10 10320 10345
10 10345 10370
10 10370 10385
10 10385 10400
10 10400 10425
10 10425 10450
10 10450 10475
10 10475 10500
10 10500 10515
10 10515 10540
10 10540 10555
10 10555 10570
10 10570 10595
10 10595 10610
10 10610 10635
10 10635 10650
10 10650 10675
10 10675 10690
10 10690 10705
3 10280 10305
3 10305 10330
3 10330 10355
3 10355 10380
3 10380 10405
3 10405 10430
3 10430 10455
3 10455 10470
3 10470 10485
3 10485 10500
3 10500 10515
3 10515 10540
3 10540 10565
3 10575 10600
3 10600 10615
3 10615 10630
3 10630 10655
3 10655 10680
3 10680 10705
3 10705 10730
3 10730 10755
3 10775 10800
4 10565 10590
4 10715 10740
6 10425 10440
6 10440 10465
6 10465 10490
6 10490 10515
6 10515 10540
6 10540 10555
6 10555 10570
6 10570 10595
6 10595 10620
6 10620 10645
6 10645 10660
6 10660 10675
6 10675 10690
6 10690 10705
6 10705 10720
6 10720 10745
6 10745 10770
6 10770 10795
6 10795 10820
6 10820 10835
6 10835 10860
7 10430 10455
7 10455 10480
7 10480 10495
7 10495 10520
7 10520 10535
7 10535 10550
7 10550 10575
7 10575 10590
7 10590 10615
